"Received
Posted","Operator Name
Number",Operator Contact,"Approved Date
API No.
(Scout Card Link)",Type of Permit,Well Name/Number,Objective Formation,Proposed TD,Well Location,Footage Call,Field,County
"10/19/2016
10/26/2016","TEP ROCKY MOUNTAIN LLC
96850 ","VICKI SCHOEBER 
(970) 263-2721 ","11/29/2016
05-045-23433-00",DR ,"Youberg
SR 521-12 ",WILLIAMS FORK ,9554,SWNE 12 7S 94W,1890 FNL 2125 FEL,"RULISON
75400 ",GARFIELD 
"10/19/2016
10/26/2016","TEP ROCKY MOUNTAIN LLC
96850 ","VICKI SCHOEBER 
(970) 263-2721 ","11/29/2016
05-045-23430-00",DR ,"Youberg
SR 422-12 ",WILLIAMS FORK ,9477,SWNE 12 7S 94W,1941 FNL 2112 FEL,"RULISON
75400 ",GARFIELD 
"10/19/2016
10/26/2016","TEP ROCKY MOUNTAIN LLC
96850 ","VICKI SCHOEBER 
(970) 263-2721 ","11/29/2016
05-045-23431-00",DR ,"Youberg
SR 531-12 ",WILLIAMS FORK ,9324,SWNE 12 7S 94W,1887 FNL 2115 FEL,"RULISON
75400 ",GARFIELD 
"10/19/2016
10/27/2016","TEP ROCKY MOUNTAIN LLC
96850 ","VICKI SCHOEBER 
(970) 263-2721 ","11/29/2016
05-045-23429-00",DR ,"Youberg
SR 332-12 ",WILLIAMS FORK ,9310,SWNE 12 7S 94W,1953 FNL 2099 FEL,"RULISON
75400 ",GARFIELD 
"10/19/2016
10/26/2016","TEP ROCKY MOUNTAIN LLC
96850 ","VICKI SCHOEBER 
(970) 263-2721 ","11/29/2016
05-045-23428-00",DR ,"Youberg
SR 322-12 ",WILLIAMS FORK ,9481,SWNE 12 7S 94W,1919 FNL 2118 FEL,"RULISON
75400 ",GARFIELD 
"10/19/2016
10/27/2016","TEP ROCKY MOUNTAIN LLC
96850 ","VICKI SCHOEBER 
(970) 263-2721 ","11/29/2016
05-045-23432-00",DR ,"Youberg
SR 541-12 ",WILLIAMS FORK ,9594,SWNE 12 7S 94W,1931 FNL 2104 FEL,"RULISON
75400 ",GARFIELD 
"05/17/2016
05/26/2016","BONANZA CREEK ENERGY OPERATING COMPANY LLC
8960 ","Julie L. Vigil 
(303) 803-1718 ","11/28/2016
05-123-43900-00",DR ,"Latham
K21-1-12XRLNB ",NIOBRARA ,16165,NENW 1 4N 63W,186 FNL 2398 FWL,"WATTENBERG
90750 ",WELD 
"05/17/2016
05/26/2016","BONANZA CREEK ENERGY OPERATING COMPANY LLC
8960 ","Julie L. Vigil 
(303) 803-1718 ","11/28/2016
05-123-43901-00",DR ,"Latham
K31-1-12XRLNB ",NIOBRARA ,16241,NENW 1 4N 63W,206 FNL 2397 FWL,"WATTENBERG
90750 ",WELD 
"08/11/2016
08/18/2016","KERR MCGEE OIL & GAS ONSHORE LP
47120 ","Shayelyn Marshall 
(720) 929-6907 ","11/28/2016
05-123-43897-00",DR ,"BURGE FED
30N-8HZ ",NIOBRARA ,18479,SESE 2 1N 67W,613 FSL 342 FEL,"WATTENBERG
90750 ",WELD 
"08/11/2016
08/17/2016","KERR MCGEE OIL & GAS ONSHORE LP
47120 ","Shayelyn Marshall 
(720) 929-6907 ","11/28/2016
05-123-43896-00",DR ,"BURGE FED
13C-5HZ ",CODELL ,18597,SESE 2 1N 67W,613 FSL 357 FEL,"WATTENBERG
90750 ",WELD 
"08/11/2016
08/17/2016","KERR MCGEE OIL & GAS ONSHORE LP
47120 ","Shayelyn Marshall 
(720) 929-6907 ","11/28/2016
05-123-43898-00",DR ,"BURGE FED
34C-5HZ ",CODELL ,18578,SESE 2 1N 67W,613 FSL 297 FEL,"WATTENBERG
90750 ",WELD 
"08/11/2016
08/17/2016","KERR MCGEE OIL & GAS ONSHORE LP
47120 ","Shayelyn Marshall 
(720) 929-6907 ","11/28/2016
05-123-43899-00",DR ,"BURGE FED
13N-5HZ ",NIOBRARA ,18391,SESE 2 1N 67W,613 FSL 312 FEL,"WATTENBERG
90750 ",WELD 
"10/04/2016
10/13/2016","CAERUS PICEANCE LLC
10456 ","Reed Haddock 
(720) 880-6369 ","11/28/2016
05-045-23417-00",DR ,"Puckett
12A-26-697 ",WILLIAMS FORK ,8981,SENW 26 6S 97W,2252 FNL 1665 FWL,"GRAND VALLEY
31290 ",GARFIELD 
"10/04/2016
10/13/2016","CAERUS PICEANCE LLC
10456 ","Reed Haddock 
(720) 880-6369 ","11/28/2016
05-045-23404-00",DR ,"Puckett
12B-26-697 ",WILLIAMS FORK ,8936,SENW 26 6S 97W,2250 FNL 1653 FWL,"GRAND VALLEY
31290 ",GARFIELD 
"10/04/2016
10/13/2016","CAERUS PICEANCE LLC
10456 ","Reed Haddock 
(720) 880-6369 ","11/28/2016
05-045-23398-00",DR ,"Puckett
12C-26-697 ",WILLIAMS FORK ,8913,SENW 26 6S 97W,2257 FNL 1657 FWL,"GRAND VALLEY
31290 ",GARFIELD 
"10/04/2016
10/13/2016","CAERUS PICEANCE LLC
10456 ","Reed Haddock 
(720) 880-6369 ","11/28/2016
05-045-23421-00",DR ,"Puckett
12D-26-697 ",WILLIAMS FORK ,8897,SENW 26 6S 97W,2264 FNL 1660 FWL,"GRAND VALLEY
31290 ",GARFIELD 
"10/04/2016
10/13/2016","CAERUS PICEANCE LLC
10456 ","Reed Haddock 
(720) 880-6369 ","11/28/2016
05-045-23416-00",DR ,"Puckett
13C-26-697 ",WILLIAMS FORK ,8928,SENW 26 6S 97W,2277 FNL 1668 FWL,"GRAND VALLEY
31290 ",GARFIELD 
"10/04/2016
10/13/2016","CAERUS PICEANCE LLC
10456 ","Reed Haddock 
(720) 880-6369 ","11/28/2016
05-045-23414-00",DR ,"Puckett
14A-26-697 ",WILLIAMS FORK ,9016,SENW 26 6S 97W,2278 FNL 1680 FWL,"GRAND VALLEY
31290 ",GARFIELD 
"10/04/2016
10/13/2016","CAERUS PICEANCE LLC
10456 ","Reed Haddock 
(720) 880-6369 ","11/28/2016
05-045-23401-00",DR ,"Puckett
14B-26-697 ",WILLIAMS FORK ,9061,SENW 26 6S 97W,2290 FNL 1675 FWL,"GRAND VALLEY
31290 ",GARFIELD 
"10/04/2016
10/13/2016","CAERUS PICEANCE LLC
10456 ","Reed Haddock 
(720) 880-6369 ","11/28/2016
05-045-23407-00",DR ,"Puckett
15A-26-697 ",WILLIAMS FORK ,9249,SENW 26 6S 97W,2291 FNL 1687 FWL,"GRAND VALLEY
31290 ",GARFIELD 
"10/04/2016
10/24/2016","CAERUS PICEANCE LLC
10456 ","Reed Haddock 
(720) 880-6369 ","11/28/2016
05-045-23419-00",DR ,"Puckett
23B-26-697 ",WILLIAMS FORK ,8839,SENW 26 6S 97W,2317 FNL 1702 FWL,"GRAND VALLEY
31290 ",GARFIELD 
"10/04/2016
10/13/2016","CAERUS PICEANCE LLC
10456 ","Reed Haddock 
(720) 880-6369 ","11/28/2016
05-045-23422-00",DR ,"Puckett
24A-26-697 ",WILLIAMS FORK ,8912,SENW 26 6S 97W,2348 FNL 1708 FWL,"GRAND VALLEY
31290 ",GARFIELD 
"10/04/2016
10/13/2016","CAERUS PICEANCE LLC
10456 ","Reed Haddock 
(720) 880-6369 ","11/28/2016
05-045-23396-00",DR ,"Puckett
24D-26-697 ",WILLIAMS FORK ,9114,SENW 26 6S 97W,2329 FNL 1697 FWL,"GRAND VALLEY
31290 ",GARFIELD 
"10/04/2016
10/13/2016","CAERUS PICEANCE LLC
10456 ","Reed Haddock 
(720) 880-6369 ","11/28/2016
05-045-23402-00",DR ,"Puckett
33D-26-697 ",WILLIAMS FORK ,9521,SENW 26 6S 97W,2272 FNL 1676 FWL,"GRAND VALLEY
31290 ",GARFIELD 
"10/04/2016
10/13/2016","CAERUS PICEANCE LLC
10456 ","Reed Haddock 
(720) 880-6369 ","11/28/2016
05-045-23399-00",DR ,"Puckett
35B-26-697 ",WILLIAMS FORK ,9865,SENW 26 6S 97W,2337 FNL 1713 FWL,"GRAND VALLEY
31290 ",GARFIELD 
"10/04/2016
10/13/2016","CAERUS PICEANCE LLC
10456 ","Reed Haddock 
(720) 880-6369 ","11/28/2016
05-045-23410-00",DR ,"Puckett
11D-26-697 ",WILLIAMS FORK ,9025,SENW 26 6S 97W,2246 FNL 1662 FWL,"GRAND VALLEY
31290 ",GARFIELD 
"10/04/2016
10/13/2016","CAERUS PICEANCE LLC
10456 ","Reed Haddock 
(720) 880-6369 ","11/28/2016
05-045-23406-00",DR ,"Puckett
14C-26-697 ",WILLIAMS FORK ,9139,SENW 26 6S 97W,2285 FNL 1684 FWL,"GRAND VALLEY
31290 ",GARFIELD 
"10/04/2016
10/13/2016","CAERUS PICEANCE LLC
10456 ","Reed Haddock 
(720) 880-6369 ","11/28/2016
05-045-23405-00",DR ,"Puckett
23A-26-697 ",WILLIAMS FORK ,8838,SENW 26 6S 97W,2259 FNL 1669 FWL,"GRAND VALLEY
31290 ",GARFIELD 
"10/04/2016
10/13/2016","CAERUS PICEANCE LLC
10456 ","Reed Haddock 
(720) 880-6369 ","11/28/2016
05-045-23415-00",DR ,"Puckett
23C-26-697 ",WILLIAMS FORK ,8852,SENW 26 6S 97W,2343 FNL 1717 FWL,"GRAND VALLEY
31290 ",GARFIELD 
"10/04/2016
10/13/2016","CAERUS PICEANCE LLC
10456 ","Reed Haddock 
(720) 880-6369 ","11/28/2016
05-045-23426-00",DR ,"Puckett
24B-26-697 ",WILLIAMS FORK ,9014,SENW 26 6S 97W,2342 FNL 1705 FWL,"GRAND VALLEY
31290 ",GARFIELD 
"10/04/2016
10/13/2016","CAERUS PICEANCE LLC
10456 ","Reed Haddock 
(720) 880-6369 ","11/28/2016
05-045-23423-00",DR ,"Puckett
25B-26-697 ",WILLIAMS FORK ,9284,SENW 26 6S 97W,2316 FNL 1690 FWL,"GRAND VALLEY
31290 ",GARFIELD 
"10/04/2016
10/13/2016","CAERUS PICEANCE LLC
10456 ","Reed Haddock 
(720) 880-6369 ","11/28/2016
05-045-23403-00",DR ,"Puckett
34A-26-697 ",WILLIAMS FORK ,9550,SENW 26 6S 97W,2298 FNL 1691 FWL,"GRAND VALLEY
31290 ",GARFIELD 
"10/04/2016
10/13/2016","CAERUS PICEANCE LLC
10456 ","Reed Haddock 
(720) 880-6369 ","11/28/2016
05-045-23424-00",DR ,"Puckett
34D-26-697 ",WILLIAMS FORK ,9719,SENW 26 6S 97W,2324 FNL 1706 FWL,"GRAND VALLEY
31290 ",GARFIELD 
"10/04/2016
10/13/2016","CAERUS PICEANCE LLC
10456 ","Reed Haddock 
(720) 880-6369 ","11/28/2016
05-045-23409-00",DR ,"Puckett
15B-26-697 ",WILLIAMS FORK ,9329,SENW 26 6S 97W,2303 FNL 1682 FWL,"GRAND VALLEY
31290 ",GARFIELD 
"10/04/2016
10/13/2016","CAERUS PICEANCE LLC
10456 ","Reed Haddock 
(720) 880-6369 ","11/28/2016
05-045-23412-00",DR ,"Puckett
34C-26-697 ",WILLIAMS FORK ,9638,SENW 26 6S 97W,2311 FNL 1699 FWL,"GRAND VALLEY
31290 ",GARFIELD 
"10/04/2016
10/13/2016","CAERUS PICEANCE LLC
10456 ","Reed Haddock 
(720) 880-6369 ","11/28/2016
05-045-23411-00",DR ,"Puckett
35A-26-697 ",WILLIAMS FORK ,9784,SENW 26 6S 97W,2330 FNL 1710 FWL,"GRAND VALLEY
31290 ",GARFIELD 
"10/04/2016
10/13/2016","CAERUS PICEANCE LLC
10456 ","Reed Haddock 
(720) 880-6369 ","11/28/2016
05-045-23408-00",DR ,"Puckett
13A-26-697 ",WILLIAMS FORK ,8901,SENW 26 6S 97W,2265 FNL 1673 FWL,"GRAND VALLEY
31290 ",GARFIELD 
"10/04/2016
10/13/2016","CAERUS PICEANCE LLC
10456 ","Reed Haddock 
(720) 880-6369 ","11/28/2016
05-045-23413-00",DR ,"Puckett
13B-26-697 ",WILLIAMS FORK ,8905,SENW 26 6S 97W,2270 FNL 1664 FWL,"GRAND VALLEY
31290 ",GARFIELD 
"10/04/2016
10/13/2016","CAERUS PICEANCE LLC
10456 ","Reed Haddock 
(720) 880-6369 ","11/28/2016
05-045-23418-00",DR ,"Puckett
13D-26-697 ",WILLIAMS FORK ,8958,SENW 26 6S 97W,2283 FNL 1671 FWL,"GRAND VALLEY
31290 ",GARFIELD 
"10/04/2016
10/13/2016","CAERUS PICEANCE LLC
10456 ","Reed Haddock 
(720) 880-6369 ","11/28/2016
05-045-23425-00",DR ,"Puckett
14D-26-697 ",WILLIAMS FORK ,9147,SENW 26 6S 97W,2296 FNL 1679 FWL,"GRAND VALLEY
31290 ",GARFIELD 
"10/04/2016
10/13/2016","CAERUS PICEANCE LLC
10456 ","Reed Haddock 
(720) 880-6369 ","11/28/2016
05-045-23420-00",DR ,"Puckett
23D-26-697 ",WILLIAMS FORK ,8877,SENW 26 6S 97W,2350 FNL 1721 FWL,"GRAND VALLEY
31290 ",GARFIELD 
"10/04/2016
10/13/2016","CAERUS PICEANCE LLC
10456 ","Reed Haddock 
(720) 880-6369 ","11/28/2016
05-045-23400-00",DR ,"Puckett
24C-26-697 ",WILLIAMS FORK ,9051,SENW 26 6S 97W,2335 FNL 1701 FWL,"GRAND VALLEY
31290 ",GARFIELD 
"10/04/2016
10/13/2016","CAERUS PICEANCE LLC
10456 ","Reed Haddock 
(720) 880-6369 ","11/28/2016
05-045-23427-00",DR ,"Puckett
25A-26-697 ",WILLIAMS FORK ,9210,SENW 26 6S 97W,2322 FNL 1694 FWL,"GRAND VALLEY
31290 ",GARFIELD 
"10/04/2016
10/13/2016","CAERUS PICEANCE LLC
10456 ","Reed Haddock 
(720) 880-6369 ","11/28/2016
05-045-23397-00",DR ,"Puckett
34B-26-697 ",WILLIAMS FORK ,9593,SENW 26 6S 97W,2304 FNL 1695 FWL,"GRAND VALLEY
31290 ",GARFIELD 
"09/19/2016
09/28/2016","CAERUS PICEANCE LLC
10456 ","Reed Haddock 
(720) 880-6369 ","11/28/2016
05-045-23375-00",DR ,"Puckett
13C-23 697 ",WILLIAMS FORK ,9551,SESW 23 6S 97W,709 FSL 2442 FWL,"GRAND VALLEY
31290 ",GARFIELD 
"09/19/2016
09/28/2016","CAERUS PICEANCE LLC
10456 ","Reed Haddock 
(720) 880-6369 ","11/28/2016
05-045-23390-00",DR ,"Puckett
14D-23 697 ",WILLIAMS FORK ,9425,SESW 23 6S 97W,682 FSL 2458 FWL,"GRAND VALLEY
31290 ",GARFIELD 
"09/19/2016
09/28/2016","CAERUS PICEANCE LLC
10456 ","Reed Haddock 
(720) 880-6369 ","11/28/2016
05-045-23380-00",DR ,"Puckett
15B-23 697 ",WILLIAMS FORK ,9308,SESW 23 6S 97W,675 FSL 2481 FWL,"GRAND VALLEY
31290 ",GARFIELD 
"09/20/2016
09/28/2016","CAERUS PICEANCE LLC
10456 ","Reed Haddock 
(720) 880-6369 ","11/28/2016
05-045-23374-00",DR ,"Puckett
24C-23 697 ",WILLIAMS FORK ,9002,SESW 23 6S 97W,700 FSL 2453 FWL,"GRAND VALLEY
31290 ",GARFIELD 
"09/20/2016
09/28/2016","CAERUS PICEANCE LLC
10456 ","Reed Haddock 
(720) 880-6369 ","11/28/2016
05-045-23392-00",DR ,"Puckett
25A-23 697 ",WILLIAMS FORK ,8989,SESW 23 6S 97W,670 FSL 2487 FWL,"GRAND VALLEY
31290 ",GARFIELD 
"09/20/2016
09/28/2016","CAERUS PICEANCE LLC
10456 ","Reed Haddock 
(720) 880-6369 ","11/28/2016
05-045-23394-00",DR ,"Puckett
25B-23 697 ",WILLIAMS FORK ,8987,SESW 23 6S 97W,647 FSL 2497 FWL,"GRAND VALLEY
31290 ",GARFIELD 
"09/19/2016
09/28/2016","CAERUS PICEANCE LLC
10456 ","Reed Haddock 
(720) 880-6369 ","11/28/2016
05-045-23372-00",DR ,"Puckett
11A-26 697 ",WILLIAMS FORK ,9351,SESW 23 6S 97W,662 FSL 2480 FWL,"GRAND VALLEY
31290 ",GARFIELD 
"09/19/2016
09/28/2016","CAERUS PICEANCE LLC
10456 ","Reed Haddock 
(720) 880-6369 ","11/28/2016
05-045-23386-00",DR ,"Puckett
11C-26 697 ",WILLIAMS FORK ,9452,SESW 23 6S 97W,652 FSL 2491 FWL,"GRAND VALLEY
31290 ",GARFIELD 
"09/19/2016
09/28/2016","CAERUS PICEANCE LLC
10456 ","Reed Haddock 
(720) 880-6369 ","11/28/2016
05-045-23373-00",DR ,"Puckett
13D-23 697 ",WILLIAMS FORK ,9478,SESW 23 6S 97W,702 FSL 2435 FWL,"GRAND VALLEY
31290 ",GARFIELD 
"09/19/2016
09/28/2016","CAERUS PICEANCE LLC
10456 ","Reed Haddock 
(720) 880-6369 ","11/28/2016
05-045-23385-00",DR ,"Puckett
14C-23 697 ",WILLIAMS FORK ,9447,SESW 23 6S 97W,687 FSL 2452 FWL,"GRAND VALLEY
31290 ",GARFIELD 
"09/19/2016
09/28/2016","CAERUS PICEANCE LLC
10456 ","Reed Haddock 
(720) 880-6369 ","11/28/2016
05-045-23389-00",DR ,"Puckett
15A-23 697 ",WILLIAMS FORK ,9362,SESW 23 6S 97W,677 FSL 2463 FWL,"GRAND VALLEY
31290 ",GARFIELD 
"09/19/2016
09/28/2016","CAERUS PICEANCE LLC
10456 ","Reed Haddock 
(720) 880-6369 ","11/28/2016
05-045-23378-00",DR ,"Puckett
15C-23 697 ",WILLIAMS FORK ,9298,SESW 23 6S 97W,672 FSL 2469 FWL,"GRAND VALLEY
31290 ",GARFIELD 
"09/20/2016
09/28/2016","CAERUS PICEANCE LLC
10456 ","Reed Haddock 
(720) 880-6369 ","11/28/2016
05-045-23388-00",DR ,"Puckett
24A-23 697 ",WILLIAMS FORK ,9085,SESW 23 6S 97W,690 FSL 2464 FWL,"GRAND VALLEY
31290 ",GARFIELD 
"09/20/2016
09/28/2016","CAERUS PICEANCE LLC
10456 ","Reed Haddock 
(720) 880-6369 ","11/28/2016
05-045-23382-00",DR ,"Puckett
24B-23 697 ",WILLIAMS FORK ,9033,SESW 23 6S 97W,695 FSL 2459 FWL,"GRAND VALLEY
31290 ",GARFIELD 
"09/20/2016
09/28/2016","CAERUS PICEANCE LLC
10456 ","Reed Haddock 
(720) 880-6369 ","11/28/2016
05-045-23379-00",DR ,"Puckett
24D-23 697 ",WILLIAMS FORK ,8991,SESW 23 6S 97W,705 FSL 2447 FWL,"GRAND VALLEY
31290 ",GARFIELD 
"09/20/2016
09/28/2016","CAERUS PICEANCE LLC
10456 ","Reed Haddock 
(720) 880-6369 ","11/28/2016
05-045-23381-00",DR ,"Puckett
33D-23 697 ",WILLIAMS FORK ,9478,SESW 23 6S 97W,660 FSL 2498 FWL,"GRAND VALLEY
31290 ",GARFIELD 
"09/20/2016
09/28/2016","CAERUS PICEANCE LLC
10456 ","Reed Haddock 
(720) 880-6369 ","11/28/2016
05-045-23393-00",DR ,"Puckett
34A-23 697 ",WILLIAMS FORK ,9406,SESW 23 6S 97W,655 FSL 2503 FWL,"GRAND VALLEY
31290 ",GARFIELD 
"09/19/2016
09/28/2016","CAERUS PICEANCE LLC
10456 ","Reed Haddock 
(720) 880-6369 ","11/28/2016
05-045-23383-00",DR ,"Puckett
14B-23 697 ",WILLIAMS FORK ,9483,SESW 23 6S 97W,692 FSL 2446 FWL,"GRAND VALLEY
31290 ",GARFIELD 
"09/19/2016
09/28/2016","CAERUS PICEANCE LLC
10456 ","Reed Haddock 
(720) 880-6369 ","11/28/2016
05-045-23395-00",DR ,"Puckett
11B-26 697 ",WILLIAMS FORK ,9407,SESW 23 6S 97W,657 FSL 2485 FWL,"GRAND VALLEY
31290 ",GARFIELD 
"09/19/2016
09/28/2016","CAERUS PICEANCE LLC
10456 ","Reed Haddock 
(720) 880-6369 ","11/28/2016
05-045-23391-00",DR ,"Puckett
14A-23 697 ",WILLIAMS FORK ,9532,SESW 23 6S 97W,697 FSL 2441 FWL,"GRAND VALLEY
31290 ",GARFIELD 
"09/19/2016
09/28/2016","CAERUS PICEANCE LLC
10456 ","Reed Haddock 
(720) 880-6369 ","11/28/2016
05-045-23376-00",DR ,"Puckett
15D-23 697 ",WILLIAMS FORK ,9313,SESW 23 6S 97W,667 FSL 2474 FWL,"GRAND VALLEY
31290 ",GARFIELD 
"09/20/2016
09/28/2016","CAERUS PICEANCE LLC
10456 ","Reed Haddock 
(720) 880-6369 ","11/28/2016
05-045-23387-00",DR ,"Puckett
23D-23 697 ",WILLIAMS FORK ,9155,SESW 23 6S 97W,685 FSL 2470 FWL,"GRAND VALLEY
31290 ",GARFIELD 
"09/20/2016
09/28/2016","CAERUS PICEANCE LLC
10456 ","Reed Haddock 
(720) 880-6369 ","11/28/2016
05-045-23377-00",DR ,"Puckett
33C-23 697 ",WILLIAMS FORK ,9549,SESW 23 6S 97W,665 FSL 2492 FWL,"GRAND VALLEY
31290 ",GARFIELD 
"09/20/2016
09/28/2016","CAERUS PICEANCE LLC
10456 ","Reed Haddock 
(720) 880-6369 ","11/28/2016
05-045-23384-00",DR ,"Puckett
34B-23 697 ",WILLIAMS FORK ,9360,SESW 23 6S 97W,650 FSL 2509 FWL,"GRAND VALLEY
31290 ",GARFIELD 
"10/24/2016
10/24/2016","NIGHTHAWK PRODUCTION LLC
10399 ","Joyce Henkin 
(303) 407-9609 ","11/27/2016
05-073-06610-00",RC ,"Blackcomb
12-14 ",SPERGEN ,8445,NWSW 14 6S 54W,2245 FSL 640 FWL,"ARIKAREE CREEK
2914 ",LINCOLN 
"10/24/2016
10/24/2016","NIGHTHAWK PRODUCTION LLC
10399 ","Joyce Henkin 
(303) 407-9609 ","11/27/2016
05-073-06561-00",RC ,"Snowbird
16-15 ",SPERGEN ,8400,SESE 15 6S 54W,620 FSL 772 FEL,"ARIKAREE
2910 ",LINCOLN 
"09/26/2016
10/05/2016","PDC ENERGY INC
69175 ","Venessa Chase 
(303) 318-6102 ","11/27/2016
05-123-43895-00",DR ,"Cecils Kersey Farm
17B-214 ",NIOBRARA ,12879,NWSW 17 5N 64W,1665 FSL 837 FWL,"WATTENBERG
90750 ",WELD 
"09/26/2016
10/05/2016","PDC ENERGY INC
69175 ","Venessa Chase 
(303) 318-6102 ","11/27/2016
05-123-43894-00",DR ,"Cecils Kersey Farm
17B-304 ",NIOBRARA ,12966,NWSW 17 5N 64W,1635 FSL 834 FWL,"WATTENBERG
90750 ",WELD 
"09/19/2016
09/28/2016","WHITING OIL & GAS CORPORATION
96155 ","Larry Brown 
(307) 237-9310 ","11/27/2016
05-123-40472-00",DR ,"Razor
29H-2015 ",NIOBRARA ,14018,SENE 29 10N 58W,2287 FNL 858 FEL,"WILDCAT
99999 ",WELD 
"09/19/2016
09/28/2016","WHITING OIL & GAS CORPORATION
96155 ","Larry Brown 
(307) 237-9310 ","11/27/2016
05-123-43893-00",DR ,"Razor
29H-2048 ",NIOBRARA-CODELL ,14204,SENE 29 10N 58W,2288 FNL 828 FEL,"WILDCAT
99999 ",WELD 
"09/19/2016
09/30/2016","WHITING OIL & GAS CORPORATION
96155 ","Michael Brown 
(307) 237-9310 ","11/27/2016
05-123-43891-00",DR ,"Razor
29H-3248 ",NIOBRARA ,14007,SENE 29 10N 58W,2238 FNL 828 FEL,"WILDCAT
99999 ",WELD 
"09/19/2016
09/28/2016","WHITING OIL & GAS CORPORATION
96155 ","Larry Brown 
(307) 237-9310 ","11/27/2016
05-123-40470-00",DR ,"Razor
29H-2016 ",NIOBRARA ,14105,SENE 29 10N 58W,2288 FNL 798 FEL,"WILDCAT
99999 ",WELD 
"09/19/2016
09/28/2016","WHITING OIL & GAS CORPORATION
96155 ","Larry Brown 
(307) 237-9310 ","11/27/2016
05-123-43888-00",DR ,"Razor
29H-2046 ",NIOBRARA ,14202,SENE 29 10N 58W,2286 FNL 948 FEL,"WILDCAT
99999 ",WELD 
"09/19/2016
09/30/2016","WHITING OIL & GAS CORPORATION
96155 ","Larry Brown 
(307) 237-9310 ","11/27/2016
05-123-43892-00",DR ,"Razor
29H-2047 ",NIOBRARA-CODELL ,14284,SENE 29 10N 58W,2287 FNL 888 FEL,"WILDCAT
99999 ",WELD 
"09/19/2016
09/30/2016","WHITING OIL & GAS CORPORATION
96155 ","Michael Brown 
(307) 237-9310 ","11/27/2016
05-123-40952-00",DR ,"Razor
29H-3213 ",NIOBRARA ,13794,SENE 29 10N 58W,2236 FNL 978 FEL,"WILDCAT
99999 ",WELD 
"09/19/2016
09/28/2016","WHITING OIL & GAS CORPORATION
96155 ","Michael Brown 
(307) 237-9310 ","11/27/2016
05-123-40961-00",DR ,"Razor
29H-3215 ",NIOBRARA ,13809,SENE 29 10N 58W,2237 FNL 858 FEL,"WILDCAT
99999 ",WELD 
"09/19/2016
09/28/2016","WHITING OIL & GAS CORPORATION
96155 ","Michael Brown 
(307) 237-9310 ","11/27/2016
05-123-40954-00",DR ,"Razor
29H-3216 ",NIOBRARA ,13906,SENE 29 10N 58W,2238 FNL 798 FEL,"WILDCAT
99999 ",WELD 
"09/19/2016
09/30/2016","WHITING OIL & GAS CORPORATION
96155 ","Michael Brown 
(307) 237-9310 ","11/27/2016
05-123-43889-00",DR ,"Razor
29H-3247 ",NIOBRARA-CODELL ,14074,SENE 29 10N 58W,2237 FNL 888 FEL,"WILDCAT
99999 ",WELD 
"09/19/2016
09/28/2016","WHITING OIL & GAS CORPORATION
96155 ","Larry Brown 
(307) 237-9310 ","11/27/2016
05-123-40473-00",DR ,"Razor
29H-2013 ",NIOBRARA ,14031,SENE 29 10N 58W,2286 FNL 978 FEL,"WILDCAT
99999 ",WELD 
"09/19/2016
09/28/2016","WHITING OIL & GAS CORPORATION
96155 ","Larry Brown 
(307) 237-9310 ","11/27/2016
05-123-40471-00",DR ,"Razor
29H-2014 ",NIOBRARA ,14083,SENE 29 10N 58W,2287 FNL 918 FEL,"WILDCAT
99999 ",WELD 
"09/19/2016
10/12/2016","WHITING OIL & GAS CORPORATION
96155 ","Michael Brown 
(307) 237-9310 ","11/27/2016
05-123-40953-00",DR ,"Razor
29H-3214 ",NIOBRARA ,13864,SENE 29 10N 58W,2237 FNL 918 FEL,"WILDCAT
99999 ",WELD 
"09/19/2016
09/30/2016","WHITING OIL & GAS CORPORATION
96155 ","Michael Brown 
(307) 237-9310 ","11/27/2016
05-123-43890-00",DR ,"Razor
29H-3246 ",NIOBRARA ,13977,SENE 29 10N 58W,2236 FNL 948 FEL,"WILDCAT
99999 ",WELD 
"09/09/2016
09/20/2016","URSA OPERATING COMPANY LLC
10447 ","JENNIFER LIND 
(720) 508-8362 ","11/27/2016
05-045-22551-00",DR ,"TOMPKINS
41AWI-08-07-95 ",COZZETTE-CORCORAN ,8130,SESE 5 7S 95W,200 FSL 522 FEL,"PARACHUTE
67350 ",GARFIELD 
"09/08/2016
09/20/2016","SG INTERESTS I LTD
77330 ","Tracy Arnett 
(970) 3850696 ","11/27/2016
05-051-06110-00",DR ,"Federal 12-89-7
1 ","CORCORAN, CAMEO COAL, COZZETTE ",4700,NESE 7 12S 89W,1431 FSL 730 FEL,"WILDCAT
99999 ",GUNNISON 
"09/26/2016
10/04/2016","WHITING OIL & GAS CORPORATION
96155 ","Michael Brown 
(307) 237-9310 ","11/27/2016
05-123-43884-00",DR ,"Wolf Fed
11O-0243 ",NIOBRARA ,16688,SWSE 11 10N 59W,452 FSL 1622 FEL,"WILDCAT
99999 ",WELD 
"09/26/2016
10/04/2016","WHITING OIL & GAS CORPORATION
96155 ","Michael Brown 
(307) 237-9310 ","11/27/2016
05-123-43887-00",DR ,"Wolf Fed
11O-0242 ",NIOBRARA ,16594,SWSE 11 10N 59W,453 FSL 1682 FEL,"WILDCAT
99999 ",WELD 
